college_name,state,stream,affiliation,website,placement_officer_name,placement_email,placement_phone,backup_emails_found,backup_phones_found,fallback_contact_email,fallback_contact_phone,confidence_score,source_urls,email_verified,last_scraped,status,outreach_status
SVR Engineering College,Andhra Pradesh,Engineering,JNTUK,https://svrec.ac.in/,,tpo@svrec.ac.in,,,+91-9100076679,tpo@svrec.ac.in,+91-9963435255,0,,0,,Needs Follow-up,New
"Sacred Heart College, Tirupattur",Tamil Nadu,BCA,,https://sacredpath.org/,,,,"information@sacredpath.org, information@sacredpath.orgphone, powwow@sacredpath.org, doneill@sacredpath.org, dyellowhair@sacredpath.org, neilldoneill@sacredpath.org, zamoramzamora@sacredpath.org, information@ex.comsacredpath.org, 88455414829@zoomcrc.com, alujan@sacredpath.orgdria, informationdoneill@sacredpath.org","+91-5625122850, +91-6262148580, +91-5626250919",information@sacredpath.org,+91-5625122850,70,"https://sacredpath.org/careers/, https://sacredpath.org/about/, https://sacredpath.org/, https://sacredpath.org/privacy-statement-us/?cmplz_region_redirect=true, https://sacredpath.org/sacred-path-pow-wow/, https://sacredpath.org/opt-out-preferences/?cmplz_region_redirect=true, https://sacredpath.org/programs/, https://sacredpath.org/events/",0,2026-08-02T14:39:40+00:00,Needs Follow-up,New
Sagi Rama Krishnam Raju Engineering College Bhimavaram,Andhra Pradesh,Engineering,,https://www.sagisdx.com/,,,,,"+91-8777879677, +91-8776972447, +91-8556972447",,+91-8777879677,70,"https://www.sagisdx.com/dermpath-residency-training/, https://www.sagisdx.com/, https://www.sagisdx.com/become-a-client/, https://www.sagisdx.com/who-we-are/, https://www.sagisdx.com/marketing-reps/, https://www.sagisdx.com/test-menus, https://www.sagisdx.com/consultation-request/, https://www.sagisdx.com/post-residency-opportunities/",0,2026-08-02T12:00:52+00:00,Needs Follow-up,New
"Sahyadri Institute of Technology and Management, Mangalore",Karnataka,Engineering,VTU,https://www.sahyadri.edu.in/,,info@sahyadri.edu.inphone,,"contact@sahyadri.edu.in, info@sahyadri.edu.in, principal@sahyadri.edu.in",,info@sahyadri.edu.inphone,+91-8242277222,0,,0,,Needs Follow-up,New
"Sai Vidya Institute of Technology, Bangalore",Karnataka,Engineering,VTU,https://saividya.ac.in/placement,,placement@saividya.ac.in,,"placement.assessmentcell@saividya.ac.in, internship@saividya.ac.in, head-iir@saividya.ac.in","+91-9738541844, +91-7019596474, +91-9916137105, +91-8779951800, +91-8892202185, +91-9632183520, +91-9620792414, +91-8028468191, +91-9108575191, +91-9364912981",placement@saividya.ac.in,+91-9108015199,0,,0,,Needs Follow-up,New
"Sambhram Institute of Technology, Bangalore",Karnataka,Engineering,VTU,http://www.sambhramit.com/,,admissions@sambhram.org,,,+91-8153263086,admissions@sambhram.org,+91-8884440085,0,,0,,Needs Follow-up,New
"Sampoorna Group of Institutions, Channapatna",Karnataka,Engineering,VTU,https://sampoornainstitutions.org/,,query.sampoornainstitutions@gmail.com,,,"+91-9945503369, +91-9035699119, +91-9148696369",query.sampoornainstitutions@gmail.com,+91-8026644999,0,,0,,Needs Follow-up,New
Santhiram Engineering College,Andhra Pradesh,Engineering,JNTUK,https://www.srecnandyal.edu.in/,,tpo@srecnandyal.edu.in,,,,tpo@srecnandyal.edu.in,+91-9866308475,0,,0,,Needs Follow-up,New
Santhiram Engineering College Nandyal,Andhra Pradesh,Engineering,JNTU,http://srecnandyal.edu.in,,principal@srecnandyal.edu.in,,,+91-8514276201,principal@srecnandyal.edu.in,+91-9866308475,0,,0,,Needs Follow-up,New
"Sapthagiri College of Engineering, Bangalore",Karnataka,Engineering,VTU,https://sapthagiri.edu.in/placementcell,,gurucharan.singh@snpsu.edu.in,,,,gurucharan.singh@snpsu.edu.in,+91-9611277233,0,,0,,Needs Follow-up,New
Sathyabama University,Tamil Nadu,Engineering,,https://www.sathyabama.ac.in/,,,+91-9600038122,,+91-9940058263,,+91-9600038122,100,"https://www.sathyabama.ac.in/placements/training_placement_process, https://www.sathyabama.ac.in/placements/Industry-Relations, https://www.sathyabama.ac.in/placements/contact-us, https://www.sathyabama.ac.in/placements/internships, https://www.sathyabama.ac.in/placements/overview, https://www.sathyabama.ac.in/, https://www.sathyabama.ac.in/event/anrf-sponsored-national-symposium-cum-workshop-zebrafish-versatile-model-innovations, https://www.sathyabama.ac.in/IQAC/ARR",0,2026-08-02T16:26:34+00:00,Needs Follow-up,New
"Sathyabama University - Sathyabama Institute of Science and Technology, Chennai",Tamil Nadu,Engineering,,https://www.sathyabama.ac.in/,,,+91-9600038122,,+91-9940058263,,,100,"https://www.sathyabama.ac.in/, https://www.sathyabama.ac.in/placements/training_placement_process, https://www.sathyabama.ac.in/placements/overview, https://www.sathyabama.ac.in/placements/recruitments, https://www.sathyabama.ac.in/placements/internships, https://www.sathyabama.ac.in/placements/Industry-Relations, https://www.sathyabama.ac.in/placements/employability-training/certification-programs, https://www.sathyabama.ac.in/placements/Placement%20Testimonial, https://www.sathyabama.ac.in/placements/placement_gallery, https://www.sathyabama.ac.in/placements/employability-training, https://www.sathyabama.ac.in/placement/about_us, https://www.sathyabama.ac.in/Careers",0,2026-08-03T10:13:16+00:00,Needs Follow-up,New
"Saveetha Institute of Medical and Technical Sciences, Chennai",Tamil Nadu,Engineering,,https://www.saveetha.com/,,,,,+91-4426801050,,+91-4426801050,70,"https://www.saveetha.com/placement, https://www.saveetha.com/aboutus, https://www.saveetha.com/, https://www.saveetha.com/infrastructure, https://www.saveetha.com/new-page-86, https://www.saveetha.com/institutions, https://www.saveetha.com/digital-verification, https://www.saveetha.com/ins",0,2026-08-03T10:32:01+00:00,Needs Follow-up,New
"Saveetha School of Engineering, Chennai",Tamil Nadu,Engineering,,https://saveetha.ac.in/,,,,admission@saveetha.ac.in,+91-8939902737,admission@saveetha.ac.in,+91-8939902737,100,"https://saveetha.ac.in/about-sec/, https://saveetha.ac.in/hostel/, https://saveetha.ac.in/admission-procedure/, https://saveetha.ac.in/saveetha-teaching-learning-centre/, https://saveetha.ac.in/agricultural-engineering/, https://saveetha.ac.in/principals-message/",0,2026-08-02T11:13:45+00:00,Needs Follow-up,New
"School of Information Science, Presidency University, Bangalore",Karnataka,BCA,,https://levittownschools.com/,,,,,"+91-5164347105, +91-5164347058, +91-5164347475, +91-5164347525",,+91-5164347058,70,"https://levittownschools.com/parentportalnewsletter, https://levittownschools.com/, https://levittownschools.com/images/portrait-of-a-graduate.webp?v=2025, https://levittownschools.com/boe/bios, https://levittownschools.com/district/wcag-compliance, https://levittownschools.com/lee/, https://levittownschools.com/gardiners/, https://levittownschools.com/summit/",0,2026-08-02T13:41:30+00:00,Needs Follow-up,New
School of Management Studies,Andhra Pradesh,Engineering,JNTUK,https://www.srmap.edu.in/,,info@srmap.edu.in,,,,info@srmap.edu.in,+91-8069886999,0,,0,,Needs Follow-up,New
"School of Science and Humanities, SRM Kattankulathur",Tamil Nadu,BCA,,https://levittownschools.com/,,,,,"+91-5164347058, +91-5164347425, +91-5164347225",,+91-5164347058,70,"https://levittownschools.com/, https://levittownschools.com/images/portrait-of-a-graduate.webp?v=2025, https://levittownschools.com/departments/, https://levittownschools.com/eastbroadway/, https://levittownschools.com/gardiners/, https://levittownschools.com/macarthur/, https://levittownschools.com/boe/budget, https://levittownschools.com/salk/",0,2026-08-02T14:15:00+00:00,Needs Follow-up,New
Selvam College of Technology Engineering College,Tamil Nadu,Engineering,Anna University,https://selvamtech.edu.in/,,info@selvamtech.edu.in,,,,info@selvamtech.edu.in,+91-9486648899,0,,0,,Needs Follow-up,New
Seshadripuram First Grade College - [SFGC],Karnataka,BCA,Bangalore University,http://www.sfgc.ac.in,,info@sfgc.ac.in,,,,info@sfgc.ac.in,+91-8022955369,0,,0,,Needs Follow-up,New
Seshadripuram Institute of Commerce and Management,Karnataka,BCA,Bangalore University,http://sicm.edu.in/,,info@sicm.edu.in,,,+91-8095178324,info@sicm.edu.in,+91-8022955382,0,,0,,Needs Follow-up,New
"Shaikh College of Engineering and Technology, Belgaum",Karnataka,Engineering,VTU,https://shaikhgroupofinstitutions.com/belgaum-institute-of-management-studies-successfully-organized-a-placement-drive-for-its-final-year-team,,info@sgibgm.org,,,,info@sgibgm.org,+91-8312473253,0,,0,,Needs Follow-up,New
Shree Chandraprabhu Jain College,Tamil Nadu,BCA,,https://scpjaincollege.edu.in/,,,,"contact@scpjaincollege.edu.in, principal@scpjaincollege.edu.in","+91-4427935103, +91-9444154981",contact@scpjaincollege.edu.in,+91-4427935103,85,"https://scpjaincollege.edu.in/, https://scpjaincollege.edu.in/outreach/, https://scpjaincollege.edu.in/nirf/, https://scpjaincollege.edu.in/mentorship/, https://scpjaincollege.edu.in/management-committee/, https://scpjaincollege.edu.in/rules-regulations/, https://scpjaincollege.edu.in/english/, https://scpjaincollege.edu.in/m-sc-computer-science/",0,2026-08-02T15:19:18+00:00,Needs Follow-up,New
Shri Shankarlal Sundarbai Shasun Jain College for Women,Tamil Nadu,BCA,,https://shasuncollege.edu.in/,,,,"nandhini.a@shasuncollege.edu.in, b.nandhini@shasuncollege.edu.in, k.meenakshi@shasuncollege.edu.in, abinaya.s@shasuncollege.edu.in, s.suhanya@shasuncollege.edu.in, s.neeraja@shasuncollege.edu.in, v.mythili@shasuncollege.edu.in, b.subhasree@shasuncollege.edu.in, kaushikst@shasuncollege.edu.in, p.tamilarasi@shasuncollege.edu.in, meenakshi.n@shasuncollege.edu.in, priyaemmanuel@shasuncollege.edu.in, dhivya.g@shasuncollege.edu.in, s.jothilakshmi@shasuncollege.edu.in, p.jeyabala@shasuncollege.edu.in, rafathzahra@shasuncollege.edu.in, n.sumathy@shasuncollege.edu.in, gayathri.v@shasuncollege.edu.in, m.magdalene@shasuncollege.edu.in, gayathri.n@shasuncollege.edu.in, shivanithiyagrajan@shasuncollege.edu.in, priyankaparmar@shasuncollege.edu.in, rekha.g@shasuncollege.edu.in, d.vasanthi@shasuncollege.edu.in, c.malathi@shasuncollege.edu.in, sumathik@shasuncollege.edu.in, aruna@shasuncollege.edu.in, vchandra@shasuncollege.edu.in, rajathi@shasuncollege.edu.in, revathy@shasuncollege.edu.in, d.sasikala@shasuncollege.edu.in, sundarameenasenthil@shasuncollege.edu.in, samandhasmith@shasuncollege.edu.in, m.shanbagam@shasuncollege.edu.in, g.umamaheswari@shasuncollege.edu.in, deepaa.p@shasuncollege.edu.in, g.k.lavanya@shasuncollege.edu.in, rlakshmi@shasuncollege.edu.in, b.shruthi@shasuncollege.edu.in, n.yogalakshmi@shasuncollege.edu.in, jeeva@shasuncollege.edu.in, k.nandhini@shasuncollege.edu.in, m.muthulakshmi@shasuncollege.edu.in, malathy@shasuncollege.edu.in, s.sumathi@shasuncollege.edu.in, c.vijaya@shasuncollege.edu.in, m.malarkodi@shasuncollege.edu.in, p.vidhya@shasuncollege.edu.in, jlatha@shasuncollege.edu.in, vaishnavi@shasuncollege.edu.in, k.yasmeen@shasuncollege.edu.in, m.s.divya@shasuncollege.edu.in, shahila@shasuncollege.edu.in, k.poorani@shasuncollege.edu.in, m.raghini@shasuncollege.edu.in, m.sugapriya@shasuncollege.edu.in, sangeetha@shasuncollege.edu.in, d.pratibha@shasuncollege.edu.in, maryjayakodi@shasuncollege.edu.in, m.mahalakshmi@shasuncollege.edu.in, v.manjushree@shasuncollege.edu.in, k.chitra@shasuncollege.edu.in, m.selinamuthurani@shasuncollege.edu.in, g.anitha@shasuncollege.edu.in, shobanapadmanaban@shasuncollege.edu.in, jeyalakshmi@shasuncollege.edu.in, kokila@shasuncollege.edu.in, 123@shasuncollege.edu.in, d.sumathi@shasuncollege.edu.in, fahimasultana@shasuncollege.edu.in, akilandeswari@shasuncollege.edu.in, s.sukirthana@shasuncollege.edu.in, b.geetharamani@shasuncollege.edu.in, c.r.rhupa@shasuncollege.edu.in, s.sakthi@shasuncollege.edu.in, shenbagavalli@shasuncollege.edu.in, dhanalakshmi@shasuncollege.edu.in, marydiana@shasuncollege.edu.in, drkangayarkani@shasuncollege.edu.in, valli@shasuncollege.edu.in, d.reshma@shasuncollege.edu.in, akshyaramesh@shasuncollege.edu.in, thangaarchana@shasuncollege.edu.in, r.rishiga@shasuncollege.edu.in, visudha@shasuncollege.edu.in, nishanthi.s@shasuncollege.edu.in, sharongrace@shasuncollege.edu.in, r.subhajasmine@shasuncollege.edu.in, r.vinolatha@shasuncollege.edu.in, m.mohanapriya@shasuncollege.edu.in, v.gayathri@shasuncollege.edu.in, rohiniunnikrishnan@shasuncollege.edu.in, shandhini@shasuncollege.edu.in, tkarpagam@shasuncollege.edu.in, santoshsmitha@shasuncollege.edu.in, s.jayalakshmisv@shasuncollege.edu.in, ramadevi@shasuncollege.edu.in, sarojsingh@shasuncollege.edu.in, c.punithavathi@shasuncollege.edu.in, s.ananthi@shasuncollege.edu.in, vanithadevi@shasuncollege.edu.in, parameswari@shasuncollege.edu.in, vasuki@shasuncollege.edu.in, rani@shasuncollege.edu.in, umarani@shasuncollege.edu.in, geetha@shasuncollege.edu.in, umamaheshwari@shasuncollege.edu.in, thamilarasi@shasuncollege.edu.in, aramvalarthanayaki@shasuncollege.edu.in, anuradha@shasuncollege.edu.in, umahani@shasuncollege.edu.in, aarthi@shasuncollege.edu.in, pselvi@shasuncollege.edu.in, karpagam@shasuncollege.edu.in, banurekha@shasuncollege.edu.in, banuradha@shasuncollege.edu.in, kvijayalakshmi@shasuncollege.edu.in, selvi@shasuncollege.edu.in, rajalakshmi@shasuncollege.edu.in, selvakumari@shasuncollege.edu.in, ckdeepa@shasuncollege.edu.in, kavitha@shasuncollege.edu.in, rukmani@shasuncollege.edu.in, jayachandrika@shasuncollege.edu.in, arya@shasuncollege.edu.in, ambikai@shasuncollege.edu.in, s.aswinichithra@shasuncollege.edu.in, kalaikovan@shasuncollege.edu.in, ebenezer@shasuncollege.edu.in, r.nivashini@shasuncollege.edu.in, p.nandini@shasuncollege.edu.in, g.josna@shasuncollege.edu.in, g.gaayathree@shasuncollege.edu.in, pavithra@shasuncollege.edu.in, nusrathnisha@shasuncollege.edu.in, maimoonabushra@shasuncollege.edu.in, r.thamilselvi@shasuncollege.edu.in, j.vidhya@shasuncollege.edu.in, kousalyaparasakthi@shasuncollege.edu.in, h.thahirabanu@shasuncollege.edu.in, s.deepa@shasuncollege.edu.in, c.vasanthi@shasuncollege.edu.in, reshmabanu@shasuncollege.edu.in, b.sreevidya@shasuncollege.edu.in, a.jyothi@shasuncollege.edu.in, k.vani@shasuncollege.edu.in, s.prasana@shasuncollege.edu.in, n.m.kavitha@shasuncollege.edu.in, v.venkateswari@shasuncollege.edu.in, j.jebapriya@shasuncollege.edu.in, s.sudha@shasuncollege.edu.in, m.anitaindu@shasuncollege.edu.in, vidhyavenkatraman@shasuncollege.edu.in, nrehna@shasuncollege.edu.in, s.rajameenakshi@shasuncollege.edu.in, sridevi@shasuncollege.edu.in, suma@shasuncollege.edu.in, jayasri@shasuncollege.edu.in, gomathi@shasuncollege.edu.in, packiavathy@shasuncollege.edu.in, yegammai@shasuncollege.edu.in, stdeepa@shasuncollege.edu.in, sabikafathima@shasuncollege.edu.in, akila@shasuncollege.edu.in, kamalam@shasuncollege.edu.in, ngeetha@shasuncollege.edu.in, sasikala@shasuncollege.edu.in, gvsampad@shasuncollege.edu.in, info@shasuncollege.edu.in, jeyagowri@shasncollege.edu.in, gyanjainchem@gmail.com, shasuncollege.edu.ininfo@shasuncollege.edu.in, admissionsupport@shasuncollege.edu.in","+91-8122857155, +91-8122857255, +91-8122857355, +91-8122857455, +91-7305151442, +91-7305471442, +91-7305223442, +91-7358281442, +91-7397277442",nandhini.a@shasuncollege.edu.in,+91-8122857155,85,"https://shasuncollege.edu.in/placements/, https://shasuncollege.edu.in/contact-us/, https://shasuncollege.edu.in/, https://shasuncollege.edu.in/green-campus/, https://shasuncollege.edu.in/scale/, https://shasuncollege.edu.in/online-applications-video-demo/, https://shasuncollege.edu.in/iso/, https://shasuncollege.edu.in/equal-opportunities-cell/",0,2026-08-02T15:13:51+00:00,Needs Follow-up,New
Shri Vishnu Engineering College for Women West Godavari,Andhra Pradesh,Engineering,,https://svecw.edu.in/,,,,"info@svecw.edu.in, principal@svecw.edu.in",,info@svecw.edu.in,,65,"https://svecw.edu.in/career-guidance-cell/, https://svecw.edu.in/hcl-tech-vlsi-training/, https://svecw.edu.in/contact-us/, https://svecw.edu.in/about-rd/, https://svecw.edu.in/about-research/, https://svecw.edu.in/about-society-sves/, https://svecw.edu.in/, https://svecw.edu.in/temples/",0,2026-08-03T14:02:29+00:00,Needs Follow-up,New
"Shridevi Institute of Engineering and Technology, Tumkur",Karnataka,Engineering,VTU,https://shrideviengineering.org/about-placement/,,placements@shrideviengineering.org,,placements@shrideviengineering.org,+91-9035052552,admissions@shrideviengineering.org,+91-9686687361,0,,0,,Needs Follow-up,New
Siddharth Institute of Engineering & Technology,Andhra Pradesh,Engineering,JNTU,http://www.sietk.org,,sietk_ptr@yahoo.com,,"sietk.puttur@gmail.com, sietkverify@siddharthgroup.ac.in, sietk.puttur@gmail.com, sietkverify@siddharthgroup.ac.in",+91-8577264888,sietk_ptr@yahoo.com,+91-8577264999,0,,0,,Needs Follow-up,New
Siddharth Institute of Engineering & Technology - [SIETK],Andhra Pradesh,Engineering,JNTUK,https://sietk.org/about_sietk.php,,placements@siddharthgroup.ac.in,,,,placements@siddharthgroup.ac.in,+91-8577264999,0,,0,,Needs Follow-up,New
"Siddhartha Academy of Higher Education, Deemed to be University Engineering Courses",Andhra Pradesh,Engineering,,https://hesse.projects.gss.ucsb.edu/works/locked/sidd-encr.PDF,,,,,,,,55,https://hesse.projects.gss.ucsb.edu/works/locked/sidd-encr.PDF,0,2026-08-03T09:49:56+00:00,Failed,New
"Sir M. Viveswaraya Institute of Technology, Bangalore",Karnataka,Engineering,VTU,https://www.sirmvit.edu/placement/,,sirmvitplacementoffice@gmail.com,,"info@sirmvit.edu, uoe@education.com","+91-8028477025, +91-8028477026, +91-8028467081, +91-4567894569",sirmvitplacementoffice@gmail.com,+91-8028467248,0,,0,,Needs Follow-up,New
"Sir MVIT - Sir M Visvesvaraya Institute of Technology, Bangalore",Karnataka,Engineering,,https://www.sirmvit.edu/,,,,,,,,100,,0,2026-08-03T09:45:08+00:00,Failed,New
Sir issac Newton College of Engineering and Technology,Tamil Nadu,Engineering,Anna University,https://sincet.ac.in/placement-view,,principal@sincet.ac.in,,,"+91-7339642610, +91-9047474423, +91-8098833207, +91-9629229586",principal@sincet.ac.in,+91-7373765117,0,,0,,Needs Follow-up,New
"Siva[]da Sarma Memorial RV Degree College - [SSMRV], Bangalore",Karnataka,BCA,Bangalore University,https://ssmrvpu.edu.in/contact-us/,,ssmrvpu@rvei.edu.in,,,,ssmrvpu@rvei.edu.in,+91-8068240969,0,,0,,Needs Follow-up,New
Sivananda Sarma Memorial RV Degree College,Karnataka,BCA,Bangalore University,https://www.ssmrv.edu.in/,,office.ssmrv@rvei.edu.in,,principal.ssmrv@rvei.edu.in,,office.ssmrv@rvei.edu.in,+91-8068240999,0,,0,,Needs Follow-up,New
"Smt. Kamala and Sri. Venkappa Magadi College of Engineering and Technology, Gadag",Karnataka,Engineering,VTU,http://www.agadiengcollege.com/,,info@agadiengcollege.com,,principal@agadiengcollege.com,,info@agadiengcollege.com,+91-9448120344,0,,0,,Needs Follow-up,New
Solamalai College of Engineering,Tamil Nadu,Engineering,Anna University,https://www.solamalaice.ac.in/placement,,info@solamalaice.ac.in,,,,info@solamalaice.ac.in,+91-4522429346,0,,0,,Needs Follow-up,New
"Sona College of Technology, Salem",Tamil Nadu,Engineering,,https://www.sonatech.ac.in/,,,,,,,,100,https://www.sonatech.ac.in/,0,2026-08-02T11:20:28+00:00,Failed,New
Soundarya Institute of Management and Science,Karnataka,BCA,Bangalore University,https://soundarya.edu.in/,,admissions@soundaryainstitutions.in,,,,admissions@soundaryainstitutions.in,,0,,0,,Needs Follow-up,New
Soundarya Institute of Management and Science - [SIMS],Karnataka,BCA,Bangalore University,https://soundarya.edu.in/placements/,,admissions@soundaryainstitutions.in,,,+91-6269000093,admissions@soundaryainstitutions.in,+91-6269000092,0,,0,,Needs Follow-up,New
Sree Konaseema Bhanoji Ramars College,Andhra Pradesh,BCA,Andhra University,http://www.skbrcollege.org,,info@skbrcollege.org,,"skbrc1951@gmail.com, skbrc1951@gmail.com",+91-8856233656,info@skbrcollege.org,+91-9491852656,0,,0,,Needs Follow-up,New
Sree Narayana Guru College,Tamil Nadu,BCA,,https://www.sngc.ac.in/ug,,,,,,,,85,,0,2026-08-02T15:14:03+00:00,Failed,New
Sreenidhi Institute of Science and Technology,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",https://www.sreenidhi.edu.in,,info@sreenidhi.edu.in,,,"+91-4027640394, +91-4027631236",info@sreenidhi.edu.in,+91-4027633349,0,,0,,Needs Follow-up,New
"Sri Basaveshwara Institute of Technology, Tiptur",Karnataka,Engineering,VTU,http://www.sbesinstitutions.com,,info@sbesinstitutions.com,,principalsbittiptur@gmail.com,,info@sbesinstitutions.com,+91-9845187579,0,,0,,Needs Follow-up,New
Sri Durga Malleswari Siddhartha Mahila Kalasala Vijayawada,Andhra Pradesh,BCA,Krishna University,https://siddharthamahila.ac.in/placement-team,,harika@siddharthamahila.ac.in,,"sivakrishnaveni@siddharthamahila.ac.in, praveena@siddharthamahila.ac.in, jyothi@siddharthamahila.ac.in, kiranmai@siddharthamahila.ac.in, komali@siddharthamahila.ac.in, sridevi@siddharthamahila.ac.in, sindhupriya@siddharthamahila.ac.in, sdmsmk@yahoo.co.in, sivakrishnaveni@siddharthamahila.ac.in, praveena@siddharthamahila.ac.in, jyothi@siddharthamahila.ac.in, kiranmai@siddharthamahila.ac.in, komali@siddharthamahila.ac.in, sridevi@siddharthamahila.ac.in, sindhupriya@siddharthamahila.ac.in, sdmsmk@yahoo.co.in",+91-8662470912,harika@siddharthamahila.ac.in,+91-8662477867,0,,0,,Needs Follow-up,New
"Sri Eshwar College of Engineering, Coimbatore",Tamil Nadu,Engineering,,https://sece.ac.in/sri-eshwar,,,,,,sece@sece.ac.in,+91-4259200300,55,https://sece.ac.in/sri-eshwar,0,2026-08-02T11:26:15+00:00,Failed,New
Sri Krishna Devaraya University,Andhra Pradesh,Engineering,JNTUK,https://www.srit.ac.in/,,tpo@srit.ac.in,,,,tpo@srit.ac.in,,0,,0,,Needs Follow-up,New
"Sri Krishna Institute of Technology, Bangalore",Karnataka,Engineering,VTU,https://www.skit.org.in/index.html,,admission@skit.org.in,,info@skit.org.in,+91-9842230087,admission@skit.org.in,+91-9442346613,0,,0,,Needs Follow-up,New
Sri Krishnadevaraya University - [SKU],Andhra Pradesh,BCA,Andhra University,http://www.skuniversity.ac.in,,registrar@skuniversity.ac.in,,,"+91-8842300901, +91-9441244439",registrar@skuniversity.ac.in,+91-8842300900,0,,0,,Needs Follow-up,New
"Sri Krishnadevaraya University - [SKU],",Andhra Pradesh,Engineering,JNTU,http://www.skuniversity.ac.in,,registrar@skuniversity.ac.in,,,"+91-8842300901, +91-9441244439",registrar@skuniversity.ac.in,+91-8842300900,0,,0,,Needs Follow-up,New
"Sri Muthukumaran Institute of Technology, Chennai",Tamil Nadu,Engineering,,https://smit.edu.in/about,,,,smitcollege1996@gmail.com,"+91-9445227325, +91-9176288732, +91-4424780002, +91-4466110200, +91-4466110208",smitcollege1996@gmail.com,+91-9445227325,55,"https://smit.edu.in/about, https://smit.edu.in/about-founder-managing-trustee/, https://smit.edu.in/it-home/, https://smit.edu.in/eee-home/, https://smit.edu.in/sedg-cell/, https://smit.edu.in/cse-home/, https://smit.edu.in/civil-home/, https://smit.edu.in/alumni-contributions-committee/",0,2026-08-03T11:37:02+00:00,Needs Follow-up,New
Sri Nataraja First Grade Residential College for Women,Karnataka,BCA,University of Mysore,https://www.narayanagroup.com/contact-us,,info@narayanagroup.com,,,,3344info@narayanagroup.com10th,,0,,0,,Needs Follow-up,New
Sri Ramakrishna Engineering College,Tamil Nadu,Engineering,Anna University,http://srec.ac.in/,,principal@srec.ac.in,,,,principal@srec.ac.in,+91-7530089996,0,,0,,Needs Follow-up,New
Sri Ramakrishna Mission Vidyalaya College of Arts & Science Tamil Nadu - SRKV,Tamil Nadu,BCA,,https://www.srkv.org/,,,,coimbatore.mission@rkmm.org,+91-9944941427,coimbatore.mission@rkmm.org,+91-9944941427,70,"https://www.srkv.org/, https://www.srkv.org/About Us/about-vidyalaya, https://www.srkv.org/About Us/documentary-on-ramakrishna-moment, https://www.srkv.org/About Us/donation",0,2026-08-02T15:08:23+00:00,Needs Follow-up,New
Sri Sai Ram Engineering College,Tamil Nadu,Engineering,Anna University,https://sairam.edu.in/training-and-placement/,,sairam@sairam.edu.in,,"dean.tap@sairam.edu.in, sairamplacement@sairam.edu.in, dean.cd@sairam.edu.in, dean.tap@sairam.edu.in, sairamplacement@sairam.edu.in, dean.cd@sairam.edu.in",+91-9789911155,sairam@sairam.edu.in,+91-9677054441,0,,0,,Needs Follow-up,New
"Sri Sai Ram Institute of Technology, Chennai",Tamil Nadu,Engineering,,https://it.sairamit.edu.in/contact-us,,,+91-2020121020,,"+91-4422512111, +91-4422512444, +91-4422512323",,+91-4422512111,55,"https://it.sairamit.edu.in/placement/, https://it.sairamit.edu.in/contact-us, https://it.sairamit.edu.in/board-of-studies/, https://it.sairamit.edu.in/program-specific-outcomes-psos/, https://it.sairamit.edu.in/patent/, https://it.sairamit.edu.in/academic-excellence/, https://it.sairamit.edu.in/info-hub/, https://it.sairamit.edu.in/news-events/",0,2026-08-02T11:20:57+00:00,Needs Follow-up,New
"Sri Sairam College of Engineering, Bangalore",Karnataka,Engineering,VTU,http://www.sairamce.edu.in,,placement@sairamce.edu.in,,"admission@sairamce.edu.in, placement@sairamce.edu.in",+91-9900545104,info@sairamce.edu.in,+91-9900545103,0,,0,,Needs Follow-up,New
"Sri Siddhartha Institute of Technology, Tumkur",Karnataka,Engineering,,http://www.siddhartha.ac.in/,,,,,,info@siddhartha.ac.in,+91-7893744445,100,"http://www.siddhartha.ac.in/, http://www.siddhartha.ac.in/contact.php",0,2026-08-02T11:02:03+00:00,Failed,New
"Sri Taralabalu Jagadguru Institute of Technology, Ranebennur",Karnataka,Engineering,VTU,http://stjit.ac.in/placements.html,,placement@stjit.ac.in,,"rajesh1984jadhav@gmail.com, rajeshkodbal@gmail.com, santhuee020@gmail.com, srinivasarao_udara@yahoo.com, rameshstjit@yahoo.co.in, ganesharoddanavar27@gmail.com, principal@stjit.ac.in","+91-8373266427, +91-9481525975, +91-9620848378, +91-9480323111, +91-9845962493, +91-8197511199, +91-9886828230, +91-7847028831",placement@stjit.ac.in,+91-8373266343,0,,0,,Needs Follow-up,New
"Sri Venkateshwara College of Engineering, Bangalore",Karnataka,Engineering,VTU,https://sriventech.ac.in/placement-and-training-cell.php,,principal@sriventech.ac.in,,"info@sriventech.ac.in, placement@sriventech.ac.in",+91-9176745678,principal@sriventech.ac.in,+91-4427664444,0,,0,,Needs Follow-up,New
Sri Venkateswara College of Engineering,Andhra Pradesh,Engineering,JNTUK,http://www.svcn.ac.in,,sving9@gmail.com,,,"+91-7032650299, +91-7032647699",sving9@gmail.com,+91-7032642099,0,,0,,Needs Follow-up,New
Sri Venkateswara College of Engineering,Tamil Nadu,BCA,Anna University,https://www.svce.ac.in/placement/,,admissionenquiry@svce.ac.in,,"acm@svce.ac.in, principal@svce.ac.in, enquiry@svce.ac.in, placement@svce.ac.in, acm@svce.ac.in, principal@svce.ac.in, enquiry@svce.ac.in, placement@svce.ac.in","+91-4427152000, +91-8122518923, +91-8220762480, +91-9994526625, +91-9865828126",admissionenquiry@svce.ac.in,+91-9840861987,0,,0,,Needs Follow-up,New
